,words,words_index,tags,tags_index
1519,"['彭', '建', '波', '，', '男', '，']","[626, 315, 892, 4, 3, 4]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 17, 1, 2, 2, 2]"
1520,"['1', '9', '6', '7', '年', '6', '月', '生', '，', '研', '究', '生', '学', '历', '，', '高', '级', '工', '程', '师', '。']","[14, 15, 16, 57, 17, 16, 58, 19, 4, 104, 105, 19, 27, 28, 4, 0, 310, 29, 30, 31, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 11, 12, 12, 12, 13, 2, 8, 9, 9, 9, 10, 2]"
1521,"['历', '任', '昆', '明', '盐', '矿', '采', '卤', '车', '间', '副', '主', '任', '、', '主', '任', '；']","[28, 61, 233, 234, 455, 617, 507, 1414, 370, 371, 88, 117, 61, 32, 117, 61, 68]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 16, 8, 9, 9, 9, 9, 9, 10, 2, 8, 10, 2]"
1522,"['云', '南', '省', '盐', '业', '总', '公', '司', '安', '宁', '分', '公', '司', '经', '理', '、', '总', '经', '理', '助', '理', '；']","[138, 267, 114, 455, 101, 89, 70, 71, 269, 537, 212, 70, 71, 53, 37, 32, 89, 53, 37, 283, 37, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 8, 9, 9, 9, 10, 2]"
1523,"['云', '南', '轻', '纺', '集', '团', '有', '限', '公', '司', '市', '场', '部', '经', '理', '；']","[138, 267, 628, 693, 166, 167, 86, 87, 70, 71, 168, 287, 76, 53, 37, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2]"
1524,"['云', '南', '省', '轻', '工', '业', '供', '销', '总', '公', '司', '党', '委', '书', '记', '、', '总', '经', '理', '；']","[138, 267, 114, 628, 29, 101, 549, 288, 89, 70, 71, 23, 316, 73, 412, 32, 89, 53, 37, 68]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 8, 9, 10, 2]"
1525,"['云', '南', '盐', '化', '股', '份', '有', '限', '公', '司', '天', '塑', '分', '公', '司', '党', '委', '书', '记', '、', '总', '经', '理', '，', '“', '双', '十', '”', '项', '目', '建', '设', '指', '挥', '部', '常', '务', '副', '指', '挥', '长', '，', '昆', '明', '盐', '矿', '总', '经', '理', '。']","[138, 267, 455, 83, 84, 85, 86, 87, 70, 71, 172, 1190, 212, 70, 71, 23, 316, 73, 412, 32, 89, 53, 37, 4, 562, 343, 325, 566, 34, 35, 315, 443, 844, 845, 76, 232, 126, 88, 844, 845, 77, 4, 233, 234, 455, 617, 89, 53, 37, 54]","['B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 10, 2, 14, 15, 15, 16, 8, 9, 10, 2]"
1526,"['现', '任', '云', '南', '盐', '化', '股', '份', '有', '限', '公', '司', '副', '总', '经', '理', '。']","[133, 61, 138, 267, 455, 83, 84, 85, 86, 87, 70, 71, 88, 89, 53, 37, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2]"
1527,"['谭', '秋', '斌', '女', '士', '：', '1', '9', '6', '3', '年', '1', '1', '月', '生', '，', '本', '科', '学', '历', '，', '高', '级', '经', '济', '师', '，', '历', '任', '张', '家', '港', '市', '对', '外', '贸', '易', '公', '司', '秘', '书', '、', '业', '务', '员', '、', '副', '科', '长', '、', '科', '长', '，', '江', '苏', '国', '泰', '国', '际', '集', '团', '纺', '织', '品', '进', '出', '口', '有', '限', '公', '司', '副', '总', '经', '理', '。']","[1415, 1154, 758, 209, 102, 2, 14, 15, 16, 69, 17, 14, 14, 58, 19, 4, 25, 26, 27, 28, 4, 0, 310, 53, 188, 31, 4, 28, 61, 90, 52, 673, 168, 442, 10, 107, 108, 70, 71, 72, 73, 32, 101, 126, 24, 32, 88, 26, 77, 32, 26, 77, 4, 274, 275, 6, 518, 6, 106, 166, 167, 693, 638, 576, 196, 18, 197, 86, 87, 70, 71, 88, 89, 53, 37, 54]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'M-EDU', 'M-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[0, 17, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 11, 12, 12, 13, 2, 8, 9, 9, 9, 10, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 8, 9, 10, 2, 8, 9, 10, 2, 8, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2]"
1528,"['1', '9', '9', '8', '年', '5', '月', '至', '今', '任', '职', '于', '江', '苏', '国', '泰', '国', '际', '集', '团', '国', '贸', '股', '份', '有', '限', '公', '司', '，', '历', '任', '江', '苏', '国', '泰', '国', '际', '集', '团', '国', '贸', '股', '份', '有', '限', '公', '司', '董', '事', '、', '副', '总', '经', '理', '，', '副', '董', '事', '长', '、', '总', '经', '理', '。']","[14, 15, 15, 110, 17, 93, 58, 59, 60, 61, 132, 142, 274, 275, 6, 518, 6, 106, 166, 167, 6, 107, 84, 85, 86, 87, 70, 71, 4, 28, 61, 274, 275, 6, 518, 6, 106, 166, 167, 6, 107, 84, 85, 86, 87, 70, 71, 66, 67, 32, 88, 89, 53, 37, 4, 88, 66, 67, 77, 32, 89, 53, 37, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 8, 9, 9, 10, 2, 8, 9, 9, 10, 2, 8, 9, 10, 2]"
1529,"['现', '任', '江', '苏', '国', '泰', '国', '际', '集', '团', '国', '贸', '股', '份', '有', '限', '公', '司', '董', '事', '长', '，', '江', '苏', '国', '泰', '国', '际', '集', '团', '国', '贸', '股', '份', '有', '限', '公', '司', '控', '股', '股', '东', '江', '苏', '国', '泰', '国', '际', '集', '团', '有', '限', '公', '司', '董', '事', '和', '江', '苏', '国', '泰', '国', '际', '集', '团', '国', '贸', '股', '份', '有', '限', '公', '司', '参', '股', '公', '司', '江', '苏', '国', '泰', '国', '际', '集', '团', '华', '昇', '实', '业', '有', '限', '公', '司', '董', '事', '。']","[133, 61, 274, 275, 6, 518, 6, 106, 166, 167, 6, 107, 84, 85, 86, 87, 70, 71, 66, 67, 77, 4, 274, 275, 6, 518, 6, 106, 166, 167, 6, 107, 84, 85, 86, 87, 70, 71, 399, 84, 84, 79, 274, 275, 6, 518, 6, 106, 166, 167, 86, 87, 70, 71, 66, 67, 63, 274, 275, 6, 518, 6, 106, 166, 167, 6, 107, 84, 85, 86, 87, 70, 71, 361, 84, 70, 71, 274, 275, 6, 518, 6, 106, 166, 167, 121, 1416, 341, 101, 86, 87, 70, 71, 66, 67, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2]"
1530,"['戴', '波', '：', '男', '，']","[884, 892, 2, 3, 4]","['B-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 1, 2, 2, 2]"
1531,"['1', '9', '6', '0', '年', '1', '0', '月', '生', '，', '大', '学', '，', '中', '共', '党', '员', '，', '教', '授', '级', '高', '工', '，', '历', '任', '水', '电', '七', '局', '对', '外', '经', '营', '处', '副', '处', '长', '、', '计', '经', '处', '副', '处', '长', '，', '水', '电', '七', '局', '天', '生', '桥', '一', '级', '电', '站', '项', '目', '部', '副', '经', '理', '兼', '总', '经', '济', '师', '、', '天', '生', '桥', '工', '程', '项', '目', '部', '经', '理', '，', '水', '电', '七', '局', '局', '长', '助', '理', '兼', '计', '划', '经', '营', '管', '理', '处', '处', '长', '、', '副', '局', '长', '。']","[14, 15, 16, 56, 17, 14, 56, 58, 19, 4, 144, 27, 4, 5, 22, 23, 24, 4, 200, 201, 310, 0, 29, 4, 28, 61, 450, 255, 937, 193, 442, 10, 53, 120, 149, 88, 149, 77, 32, 100, 53, 149, 88, 149, 77, 4, 450, 255, 937, 193, 172, 19, 711, 258, 310, 255, 797, 34, 35, 76, 88, 53, 37, 251, 89, 53, 188, 31, 32, 172, 19, 711, 29, 30, 34, 35, 76, 53, 37, 4, 450, 255, 937, 193, 193, 77, 283, 37, 251, 100, 406, 53, 120, 36, 37, 149, 149, 77, 32, 88, 193, 77, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'E-EDU', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 11, 13, 2, 8, 9, 9, 10, 2, 8, 9, 9, 9, 10, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 9, 10, 2, 8, 9, 9, 10, 2, 8, 9, 9, 9, 9, 9, 9, 9, 9, 10, 2, 14, 15, 15, 16, 8, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 16, 8, 10, 2, 8, 9, 10, 2]"
1532,"['现', '任', '中', '国', '大', '唐', '集', '团', '公', '司', '总', '经', '理', '助', '理', '，', '中', '国', '大', '唐', '广', '西', '分', '公', '司', '党', '组', '书', '记', '、', '总', '经', '理', '，', '龙', '滩', '水', '电', '开', '发', '有', '限', '公', '司', '党', '组', '书', '记', '、', '副', '董', '事', '长', '、', '总', '经', '理', '，', '广', '西', '桂', '冠', '电', '力', '股', '份', '有', '限', '公', '司', '党', '组', '书', '记', '、', '副', '董', '事', '长', '、', '总', '经', '理', '，', '大', '唐', '岩', '滩', '水', '力', '发', '电', '有', '限', '责', '任', '公', '司', '董', '事', '长', '、', '大', '唐', '集', '团', '广', '西', '聚', '源', '电', '力', '有', '限', '公', '司', '董', '事', '长', '。']","[133, 61, 5, 6, 144, 714, 166, 167, 70, 71, 89, 53, 37, 283, 37, 4, 5, 6, 144, 714, 509, 409, 212, 70, 71, 23, 324, 73, 412, 32, 89, 53, 37, 4, 432, 1417, 450, 255, 164, 165, 86, 87, 70, 71, 23, 324, 73, 412, 32, 88, 66, 67, 77, 32, 89, 53, 37, 4, 509, 409, 977, 646, 255, 291, 84, 85, 86, 87, 70, 71, 23, 324, 73, 412, 32, 88, 66, 67, 77, 32, 89, 53, 37, 4, 144, 714, 919, 1417, 450, 291, 165, 255, 86, 87, 157, 61, 70, 71, 66, 67, 77, 32, 144, 714, 166, 167, 509, 409, 1372, 292, 255, 291, 86, 87, 70, 71, 66, 67, 77, 54]","['O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 14, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 8, 9, 9, 10, 2, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 10, 2, 8, 9, 9, 10, 2, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 10, 2]"
1533,"['陶', '正', '利', '，', '男', '，']","[1399, 347, 694, 4, 3, 4]","['B-NAME', 'M-NAME', 'E-NAME', 'O', 'O', 'O']","[0, 17, 1, 2, 2, 2]"
1534,"['1', '9', '5', '5', '年', '1', '2', '月', '出', '生', '，', '浙', '江', '台', '州', '人', '，', '工', '程', '师', '。']","[14, 15, 93, 93, 17, 14, 55, 58, 18, 19, 4, 289, 274, 353, 97, 62, 4, 29, 30, 31, 54]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'M-LOC', 'M-LOC', 'M-LOC', 'E-LOC', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 23, 24, 24, 24, 25, 2, 8, 9, 10, 2]"
1535,"['1', '9', '7', '5', '-', '1', '9', '9', '5', '，', '海', '门', '制', '药', '厂', '工', '作', '，', '历', '任', '车', '间', '主', '任', '、', '厂', '长', '助', '理', '、', '副', '厂', '长', '；']","[14, 15, 57, 93, 111, 14, 15, 15, 93, 4, 365, 313, 227, 228, 277, 29, 150, 4, 28, 61, 370, 371, 117, 61, 32, 277, 77, 283, 37, 32, 88, 277, 77, 68]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 16, 2, 2, 2, 2, 2, 8, 9, 9, 10, 2, 8, 9, 9, 10, 2, 8, 9, 10, 2]"
1536,"['1', '9', '9', '6', '-', '1', '9', '9', '7', '，', '海', '正', '药', '业', '集', '团', '有', '限', '公', '司', '董', '事', '、', '党', '委', '委', '员', '；']","[14, 15, 15, 16, 111, 14, 15, 15, 57, 4, 365, 347, 228, 101, 166, 167, 86, 87, 70, 71, 66, 67, 32, 23, 316, 316, 24, 68]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 8, 9, 9, 10, 2]"
1537,"['1', '9', '9', '7', '-', '2', '0', '0', '2', '.', '7', '，', '海', '正', '药', '业', '股', '份', '有', '限', '公', '司', '董', '事', '、', '副', '总', '经', '理', '；']","[14, 15, 15, 57, 111, 55, 56, 56, 55, 839, 57, 4, 365, 347, 228, 101, 84, 85, 86, 87, 70, 71, 66, 67, 32, 88, 89, 53, 37, 68]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 10, 2, 8, 9, 9, 10, 2]"
1538,"['2', '0', '0', '2', '.', '7', '-', '至', '今', '浙', '江', '医', '药', '股', '份', '有', '限', '公', '司', '副', '总', '工', '程', '师', '，', '新', '昌', '制', '药', '厂', '副', '厂', '长', '兼', '抗', '生', '素', '分', '厂', '厂', '长', '；']","[55, 56, 56, 55, 839, 57, 111, 59, 60, 289, 274, 357, 228, 84, 85, 86, 87, 70, 71, 88, 89, 29, 30, 31, 4, 171, 593, 227, 228, 277, 88, 277, 77, 251, 1418, 19, 933, 212, 277, 277, 77, 68]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'B-ORG', 'M-ORG', 'M-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 15, 15, 15, 15, 15, 15, 15, 15, 16, 8, 9, 9, 9, 10, 2, 14, 15, 15, 15, 16, 8, 9, 10, 2, 14, 15, 15, 15, 16, 8, 10, 2]"
1539,"['1', '9', '9', '8', '年', '台', '州', '市', '拔', '尖', '人', '才', '，']","[14, 15, 15, 110, 17, 353, 97, 168, 1419, 1420, 62, 606, 4]","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O']","[2, 2, 2, 2, 2, 14, 15, 16, 8, 9, 9, 10, 2]"
1540,"['1', '9', '9', '9', '年', '浙', '江', '省', '劳', '动', '模', '范', '，', '曾', '获', '国', '家', '科', '技', '进', '步', '二', '等', '奖', '、', '三', '等', '奖', '；']","[14, 15, 15, 15, 17, 289, 274, 114, 423, 332, 424, 425, 4, 184, 146, 6, 52, 26, 123, 196, 810, 119, 131, 564, 32, 80, 131, 564, 68]","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'M-ORG', 'E-ORG', 'B-TITLE', 'M-TITLE', 'M-TITLE', 'E-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[2, 2, 2, 2, 2, 14, 15, 16, 8, 9, 9, 10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
